subcategory,Dia,mes,dia_num,Tipo Dia,Subregión (SGR),CANTIDAD,Cuarta medida correctiva al Código Nacional de Policía más impuesta ,Fallecidos por siniestros viales,Población total de hombres,Población total de mujeres,Porcentaje población de hombres,Porcentaje población de mujeres,Primera medida correctiva al Código Nacional de Policía más impuesta ,Proporción en que son impuestas otras medidas correctivas al Código Nacional de Policía más impuesta ,Puntaje SISBEN: Promedio - Cabecera,Quinta medida correctiva al Código Nacional de Policía más impuesta ,Segunda medida correctiva al Código Nacional de Policía más impuesta ,Tasa de extorsión por cada 100.000 habitantes,Tasa de exÃ¡menes por presunto delito sexual a mujeres por cada 100 mil habitantes,Tasa de exámenes médico legales por presunto delito sexual contra adolescentes,Tasa de exámenes médico legales por presunto delito sexual contra niños y niñas de 0 a 5 años,Tasa de exámenes médico legales por presunto delito sexual contra niños y nñas de 6 a 11 años,Tasa de homicidio intencional en hombres por cada 100.000 habitantes,Tasa de homicidio intencional en mujeres por cada 100.000 habitantes,Tasa de homicidio intencional en áreas rurales por cada 100.000 habitantes,Tasa de homicidio intencional en áreas urbanas por cada 100.000 habitantes,Tasa de homicidio intencional por cada 100.000 habitantes,Tasa de homicidios en accidentes de tránsito por cada 100.000 habitantes,Tasa de homicidios en hombres por cada 100.000 habitantes,Tasa de homicidios en mujeres por cada 100.000 habitantes,Tasa de homicidios en áreas rurales por cada 100.000 habitantes,Tasa de homicidios en áreas urbanas por cada 100.000 habitantes,Tasa de homicidios por cada 100.000 habitantes,Tasa de hurto a personas por cada 100.000 habitantes,Tasa de hurto común por cada 100.000 habitantes,Tasa de lesiones en accidentes de tránsito por cada 100.000 habitantes,Tasa de secuestro por cada 100.000 habitantes,Tasa de violencia contra adolescentes 12 a 17 años,Tasa de violencia contra niños y niñas de 6 a 11 años,Tasa de violencia contra niños y niñas de primera infancia,Tasa de violencia de pareja a mujeres por cada 100 mil habitantes,Tasa de violencia interpersonal por cada 100.000 habitantes,Tasa de violencia intrafamiliar por cada 100.000 habitantes,Tercera medida correctiva al Código Nacional de Policía más impuesta ,Índice de Interrelación de Problemáticas
Bebidas,Jueves,2,24,Laboral,Vertiente Oriental,3.0,1.4433333333333334,74.83333333333333,223762.6,251706.6,47.064,52.936,16.49,3.953333333333333,34.34,1.2333333333333334,7.079999999999999,13.856666666666667,108.72,385.7025,207.55,370.275,48.10333333333333,4.685,29.01,24.26,25.113333333333333,15.131666666666668,36.025,4.195,22.8875,18.3575,24.472,544.085,757.92,340.715,0.385,633.01,404.65999999999997,219.43,208.52,247.89666666666665,183.495,3.8000000000000003,19.59
Belleza,Jueves,2,24,Laboral,Bajo Cauca,4.0,0.8866666666666667,2.0,12594.6,12700.2,49.794,50.206,23.08666666666667,6.535,29.57,0.7166666666666667,3.7300000000000004,12.907499999999999,64.98467190486303,53.74666666666667,126.69867211386399,40.68,143.19166666666666,18.8,109.0,38.98,76.115,10.594999999999999,121.5975,10.0475,79.44500000000001,49.7125,84.24199999999999,50.86166666666667,101.5125,7.741666666666667,0.0,56.800000000000004,21.2925,0.0,0.0,55.82,59.8575,1.2166666666666668,57.11
Charcutería,Jueves,2,24,Laboral,Urabá,3.0,1.4513234918200408,0.0,2581.2,2526.0,50.54,49.46,100.0,4.760292529396728,15.07,1.0243700472903885,4.548762142126789,33.699999999999996,64.98467190486303,198.26123218604954,126.69867211386399,180.72590294272894,58.8725,13.382137469710932,38.6675,56.8,29.7825,0.0,26.86,0.0,10.58,18.94,24.365000000000002,42.8,83.405,6.55,0.0,0.0,0.0,0.0,124.97187288569963,20.8,30.876666666666665,2.3610833652862984,90.59
Cuidado Personal,Jueves,2,24,Laboral,Urabá,6.0,0.45999999999999996,38.333333333333336,61938.0,67023.2,48.032,51.968,29.683333333333337,2.2433333333333336,21.92,0.41,0.6366666666666666,5.11,47.04,69.97999999999999,12.410000000000002,54.195,119.30333333333334,7.021666666666667,55.36833333333334,70.18666666666667,60.975,32.155,94.465,7.135,41.207499999999996,60.955,58.92,91.11833333333334,162.565,59.699999999999996,0.26,198.4675,83.1125,17.0025,182.36,148.27,94.2475,0.5599999999999999,54.57
Cuidado de ropa y calzado,Jueves,2,24,Laboral,Oriente,12.0,1.8666666666666665,8.5,7736.8,7998.8,49.166,50.834,18.143333333333334,6.983333333333333,39.5,1.2466666666666668,2.9899999999999998,17.056,13.31,93.22666666666667,74.76666666666667,98.78,58.803333333333335,12.7,44.800000000000004,37.75,30.005,36.96666666666667,53.5225,3.1825,41.2825,11.9175,35.589999999999996,133.34166666666667,267.1425,86.435,2.216666666666667,86.4,49.39,30.975,31.91,64.11,46.835,2.7733333333333334,46.69
Cuidado de ropa y calzado,Jueves,2,24,Laboral,Vertiente Oriental,2.0,1.5533333333333335,25.833333333333332,103906.4,118136.0,46.796,53.20399999999999,19.75,3.356666666666667,34.81,1.3166666666666667,5.133333333333334,7.609999999999999,62.11,318.08000000000004,169.94,294.69,39.46666666666667,2.703333333333333,63.873333333333335,17.55333333333333,19.903333333333332,11.681666666666667,27.0575,2.7525,51.4075,12.1675,18.73,350.87833333333333,492.125,240.06499999999997,0.125,504.225,329.36,167.595,160.7,186.23333333333335,146.555,2.8900000000000006,12.78
Cuidado de ropa y calzado,Jueves,2,24,Laboral,Centro,20.0,2.5733333333333333,39.0,105755.4,117064.4,47.46,52.54,16.833333333333332,4.883333333333333,32.65,1.0366666666666666,5.166666666666667,40.53333333333333,62.04,126.655,62.4825,112.6625,101.07166666666666,6.918333333333334,89.32166666666666,43.105,51.571666666666665,11.75,77.555,4.17,69.9325,31.945,53.86800000000001,262.075,350.275,129.44,0.0,217.325,105.28750000000001,51.67,81.63,159.04333333333332,82.7775,3.5066666666666664,15.76
Despensa,Jueves,2,24,Laboral,Oriente,6.0,1.6966666666666665,32.666666666666664,68935.6,71806.6,48.98,51.02,20.523333333333333,2.9566666666666666,50.35,1.0033333333333332,4.253333333333333,31.27333333333333,66.68,149.21,77.73,107.9925,29.67,2.7725,13.798333333333334,16.511666666666667,15.505,13.786666666666667,18.9775,0.3625,10.0225,9.22,15.264,551.73,781.9300000000001,52.461666666666666,1.2175,314.025,137.365,77.5525,153.86,244.76,130.6925,3.563333333333334,10.96
Despensa,Jueves,2,24,Laboral,Norte,3.0,0.8866666666666667,0.6666666666666666,3590.2,3715.6,49.14,50.86,18.683333333333334,4.076666666666667,35.93,0.87,6.603333333333333,13.7025,59.72,354.2066666666667,283.09000000000003,262.5875,61.025,13.382137469710932,60.21666666666667,24.549999999999997,29.936666666666667,7.02,64.92,0.0,67.9925,6.1075,36.884,36.757999999999996,88.0625,58.426,6.775,289.18,221.6025,115.15,36.43,59.419999999999995,59.3025,2.8733333333333335,26.96
Charcutería,Viernes,2,25,Laboral,Bajo Cauca,3.0,0.8766666666666666,0.0,13782.8,13005.2,51.448,48.552,26.826666666666668,3.3433333333333337,21.6,0.7666666666666666,1.21,8.934000000000001,64.98467190486303,29.884999999999998,126.69867211386399,36.973333333333336,47.468333333333334,11.556666666666667,54.07833333333334,17.433333333333334,30.03833333333333,2.88,46.93,9.565000000000001,48.93,11.122499999999999,33.198,19.755,45.0175,2.77,0.0,22.435,20.197499999999998,0.0,124.97187288569963,27.2,25.7225,0.9766666666666667,64.55
Cuidado Personal,Viernes,2,25,Laboral,Suroeste,12.0,1.5966666666666667,0.6666666666666666,3145.0,3165.0,49.844,50.156,18.433333333333334,6.04,43.13,1.4800000000000002,4.616666666666666,26.843333333333334,64.98467190486303,193.14,244.26,180.72590294272894,64.075,96.7,59.67666666666667,37.025,40.06,13.333333333333334,40.29,24.1775,44.9525,22.372500000000002,38.519999999999996,45.475,172.925,26.811666666666667,0.0,235.45999999999998,89.1275,150.2025,124.97187288569963,102.74333333333334,131.3725,1.8333333333333333,22.36
Cuidado Personal,Viernes,2,25,Laboral,Oriente,6.0,1.5166666666666666,1.1666666666666667,5086.8,5207.4,49.416,50.586,18.826666666666668,5.486666666666667,40.95,1.1966666666666668,4.136666666666667,9.713333333333333,0.0,254.685,249.07,181.69,45.85666666666666,19.5,39.935,20.96,24.296666666666667,12.32,19.5325,0.0,17.1425,0.0,17.278,51.589999999999996,111.33,30.71166666666667,0.0,229.385,151.975,51.8675,0.0,58.85,69.935,2.83,27.28
Cuidado Personal,Viernes,2,25,Laboral,Occidente,6.0,0.88,43.5,150389.8,165588.2,47.598,52.402,24.396666666666672,2.683333333333333,27.2,0.7866666666666667,2.75,44.71,48.23,87.7025,28.2875,64.895,71.76666666666667,3.8649999999999998,31.101666666666663,37.68333333333333,36.135,10.996666666666668,65.125,2.455,27.025,33.77,40.036,220.73666666666668,327.205,44.20666666666667,1.024,149.57,67.4575,30.9425,124.49,128.61666666666667,82.1125,2.5066666666666664,34.09
Dulces y postres,Viernes,2,25,Laboral,Norte,3.0,1.6199999999999999,3.0,8136.8,8032.4,50.32,49.68,19.403333333333332,4.62,36.04,1.39,4.25,12.576666666666668,76.96,366.6725,165.49666666666667,154.64,72.295,15.575000000000001,53.45333333333334,21.833333333333332,41.45333333333333,10.48,59.485,9.442499999999999,43.645,11.1325,44.112,40.91,69.35,55.56,0.0,409.2625,114.955,73.82,114.44,204.66333333333333,119.255,2.7133333333333334,42.57
Dulces y postres,Viernes,2,25,Laboral,Centro,1.0,2.5733333333333333,39.0,105755.4,117064.4,47.46,52.54,16.833333333333332,4.883333333333333,32.65,1.0366666666666666,5.166666666666667,40.53333333333333,62.04,126.655,62.4825,112.6625,101.07166666666666,6.918333333333334,89.32166666666666,43.105,51.571666666666665,11.75,77.555,4.17,69.9325,31.945,53.86800000000001,262.075,350.275,129.44,0.0,217.325,105.28750000000001,51.67,81.63,159.04333333333332,82.7775,3.5066666666666664,15.76
Limpieza de cocina,Viernes,2,25,Laboral,Vertiente Oriental,12.0,1.5533333333333335,25.833333333333332,103906.4,118136.0,46.796,53.20399999999999,19.75,3.356666666666667,34.81,1.3166666666666667,5.133333333333334,7.609999999999999,62.11,318.08000000000004,169.94,294.69,39.46666666666667,2.703333333333333,63.873333333333335,17.55333333333333,19.903333333333332,11.681666666666667,27.0575,2.7525,51.4075,12.1675,18.73,350.87833333333333,492.125,240.06499999999997,0.125,504.225,329.36,167.595,160.7,186.23333333333335,146.555,2.8900000000000006,12.78
"Lácteos, huevos y refrigerados",Viernes,2,25,Laboral,Oriente,6.0,0.8266666666666667,8.333333333333334,16236.4,18130.4,47.244,52.75599999999999,22.349999999999998,3.4899999999999998,40.26,0.5566666666666668,5.07,22.886666666666667,82.03,136.165,224.385,214.8825,180.295,14.34,140.38333333333333,79.105,91.36500000000001,18.886666666666667,111.1575,4.115,65.225,51.92,85.718,90.72333333333334,132.54500000000002,112.09333333333335,0.0,251.26749999999998,234.62,117.5825,124.98,124.33666666666666,88.745,1.7033333333333334,23.95
Panadería y Pastelería,Viernes,2,25,Laboral,Norte,2.0,2.736666666666667,0.5,4835.0,4547.4,51.536,48.464,18.946666666666665,5.086666666666667,41.92,1.05,3.096666666666667,21.548000000000002,22.79,291.5375,121.65,356.2966666666666,72.63833333333334,21.68,52.56,39.0,39.193333333333335,0.0,47.087500000000006,0.0,30.225,9.7575,38.58,21.503333333333334,48.8125,0.0,0.0,390.01750000000004,200.1,25.4075,57.19,141.31333333333333,89.1075,3.0866666666666664,62.12
Pasabocas,Viernes,2,25,Laboral,Occidente,6.0,1.5533333333333335,1.0,1613.0,1585.6,50.42999999999999,49.57000000000001,22.886666666666667,2.6633333333333336,31.33,0.63,3.5533333333333332,10.583333333333334,64.98467190486303,198.26123218604954,126.69867211386399,180.72590294272894,208.75666666666666,13.382137469710932,114.39833333333333,39.42136023264268,105.28166666666668,0.0,187.615,0.0,102.8175,0.0,94.26599999999999,36.76166666666666,55.55,8.075,0.0,0.0,0.0,0.0,0.0,43.0,63.0175,2.7099999999999995,19.64
Pasabocas,Viernes,2,25,Laboral,Alto Occidente,3.0,2.1133333333333337,1.0,3094.8,2996.4,50.808,49.192,12.483333333333333,5.96,40.75,1.5433333333333332,6.616666666666667,9.924000000000001,75.02,328.1166666666667,841.59,398.175,32.4125,13.382137469710932,26.25,39.42136023264268,16.4775,16.71,16.490000000000002,0.0,13.365,0.0,10.046000000000001,33.30833333333333,67.275,71.925,4.075,295.4325,266.5325,57.6025,124.97187288569963,72.09333333333332,70.5175,5.283333333333334,22.14
Productos Congelados,Viernes,2,25,Laboral,Norte,10.0,1.6366666666666667,13.666666666666666,18635.6,18882.4,49.67,50.33,21.026666666666667,4.193333333333333,45.53,0.8966666666666666,4.196666666666666,28.581666666666667,90.33,150.91,51.88999999999999,199.0,76.57833333333333,7.517999999999999,58.836666666666666,28.158333333333335,41.20166666666667,34.65833333333333,58.845,6.7075,40.045,27.1025,43.128,143.49333333333334,295.3925,52.685,0.0,234.5975,146.925,47.760000000000005,183.46,260.42333333333335,132.95,2.0500000000000003,25.97
Belleza,Lunes,2,28,Laboral-Quincena,Centro,12.0,1.1,36.0,62502.2,68001.2,47.894,52.105999999999995,23.753333333333334,5.71,42.3,0.6733333333333333,1.4366666666666668,18.860000000000003,100.57,205.7825,128.0475,282.7025,110.75166666666667,8.606666666666667,88.00666666666666,52.43166666666667,57.445,21.786666666666665,80.595,8.932500000000001,66.865,39.3525,57.484,270.45666666666665,372.9475,227.40666666666667,0.2,437.815,364.325,153.185,297.88,293.5833333333333,220.37,1.3266666666666667,13.95
Charcutería,Lunes,2,28,Laboral-Quincena,Centro,6.0,0.91,9.666666666666666,25053.4,27168.6,47.974000000000004,52.025999999999996,22.650000000000002,2.1233333333333335,41.02,0.6633333333333333,6.096666666666667,8.965,82.27,177.8275,106.02,86.5225,56.74666666666667,4.966666666666667,60.93666666666667,25.558333333333334,29.80666666666667,14.076666666666668,45.0775,2.7800000000000002,55.375,18.6075,28.712,263.15333333333336,412.52750000000003,129.48333333333332,0.5,488.08,142.4775,114.6525,138.16,274.45,156.25,1.5533333333333335,16.81
Cuidado Personal,Lunes,2,28,Laboral-Quincena,Suroeste,4.0,1.1900000000000002,2.5,5379.0,5570.8,49.126,50.874,25.200000000000003,3.8799999999999994,43.6,0.9766666666666666,1.53,16.432,64.98467190486303,132.54333333333332,144.59666666666666,104.95,37.3,18.1,30.65,31.85,21.990000000000002,16.704,37.6575,9.11,25.7425,21.375,24.06,66.00333333333333,185.0075,55.285,0.0,370.195,59.957499999999996,107.5275,32.63,163.24,68.8875,1.2166666666666668,18.85
Cuidado Personal,Lunes,2,28,Laboral-Quincena,Norte,6.0,1.8499999999999999,4.5,11482.6,11569.2,49.812,50.188,18.16,5.739999999999999,37.24,0.9433333333333334,4.066666666666667,4.3575,17.9,49.30666666666667,59.42,301.05,50.77,12.95,43.06833333333333,15.187999999999999,27.465,11.533333333333333,43.56,4.2825,35.86,12.850000000000001,28.577999999999996,41.83,118.5575,125.40666666666668,0.0,126.60249999999999,100.7925,25.0075,10.81,163.01333333333335,64.0025,3.24,30.7
Cuidado de ropa y calzado,Lunes,2,28,Laboral-Quincena,Oriente,4.0,1.3800000000000001,12.0,6524.6,6751.0,49.152,50.848,23.406666666666666,3.2933333333333334,38.65,1.1466666666666667,2.73,16.56,58.77,474.6075,111.825,312.6275,109.69,29.766666666666666,135.04,38.4,61.5,65.54166666666667,84.765,18.78,99.60249999999999,19.2825,64.908,112.03166666666668,201.8025,137.97833333333332,0.0,607.8225,291.97,30.9675,219.46,156.23333333333332,123.1225,2.04,45.95
Cuidado de ropa y calzado,Lunes,2,28,Laboral-Quincena,Sur,2.0,1.7,30.0,52488.2,55851.2,48.446,51.553999999999995,14.913333333333334,5.24,44.42,0.8266666666666667,7.733333333333333,14.566666666666668,90.36,212.59,112.5275,205.1225,146.815,14.651666666666666,63.47833333333333,81.05499999999999,78.62,24.05,131.715,12.4375,53.927499999999995,72.67,80.3,472.62833333333333,702.135,191.5683333333333,0.225,368.57,220.8825,109.68249999999999,96.37,258.12,143.5325,3.5900000000000003,16.55
Dulces y postres,Lunes,2,28,Laboral-Quincena,Suroeste,4.0,1.4799999999999998,0.5,8322.0,8229.2,50.278,49.722,22.083333333333332,4.736666666666667,44.94,0.7733333333333333,2.54,6.036,64.98467190486303,198.26123218604954,126.69867211386399,74.38499999999999,36.178333333333335,12.2,25.032000000000004,36.475,22.231666666666666,4.808,30.4225,9.245000000000001,17.165,22.89,22.056,66.21499999999999,159.4675,10.978,0.0,0.0,37.542500000000004,0.0,0.0,134.25,63.415,2.3833333333333333,21.8
Dulces y postres,Lunes,2,28,Laboral-Quincena,Norte,14.0,1.8499999999999999,4.5,11482.6,11569.2,49.812,50.188,18.16,5.739999999999999,37.24,0.9433333333333334,4.066666666666667,4.3575,17.9,49.30666666666667,59.42,301.05,50.77,12.95,43.06833333333333,15.187999999999999,27.465,11.533333333333333,43.56,4.2825,35.86,12.850000000000001,28.577999999999996,41.83,118.5575,125.40666666666668,0.0,126.60249999999999,100.7925,25.0075,10.81,163.01333333333335,64.0025,3.24,30.7
Aseo de hogar,Miercoles,3,2,Laboral,Oriente,20.0,2.766666666666666,5.666666666666667,11913.4,12478.2,48.844,51.156,17.013333333333332,4.76,56.67,2.6166666666666667,3.6033333333333335,12.306666666666667,52.99,153.18,150.56,133.1925,19.818,7.869999999999999,23.562,6.89,11.282,15.601666666666667,10.5275,2.0225,13.54,0.0,11.236,327.2366666666667,635.4925000000001,41.13166666666667,0.0,314.2875,290.315,138.6275,37.87,210.69000000000003,104.2925,3.24,12.21
Aseo de hogar,Miercoles,3,2,Laboral,Norte,6.0,1.03,4.5,7116.4,7629.2,48.262,51.738,24.75,3.6333333333333333,24.57,0.9533333333333333,1.8533333333333333,6.854000000000001,62.38,110.57,181.01,129.35999999999999,230.91833333333332,26.413999999999998,185.54833333333332,95.76166666666666,122.66833333333334,27.49,182.6975,6.6425,118.14250000000001,80.0175,132.36599999999999,29.781666666666666,56.885,36.635,0.0,110.9725,66.345,112.175,15.1,84.60333333333334,30.8875,1.78,28.52
Despensa,Miercoles,3,2,Laboral,Valle del Aburrá,9.0,1.7466666666666668,26.0,136518.6,150383.2,47.584,52.416,21.64,4.776666666666666,64.85,1.1166666666666667,2.8866666666666667,22.25333333333333,49.73,143.665,97.09,139.0825,24.208333333333332,2.813333333333334,14.79,12.856666666666667,13.020000000000001,9.08,18.35,2.8649999999999998,9.2725,10.3525,13.034,538.02,738.36,78.36333333333333,0.0,403.575,181.0725,119.2975,171.41,257.5466666666667,177.435,1.83,9.08
"Lácteos, huevos y refrigerados",Miercoles,3,2,Laboral,Centro,9.0,2.0333333333333337,5.666666666666667,7837.8,7879.6,49.867999999999995,50.132000000000005,17.12,6.876666666666666,39.83,1.5599999999999998,3.3066666666666666,20.24833333333333,70.67,142.6225,264.55,187.29333333333332,106.80333333333333,25.445,89.21666666666665,31.17833333333333,61.70666666666667,26.795,71.2425,6.41,52.332499999999996,23.557499999999997,52.706,79.26666666666667,157.8725,99.665,0.0,220.3775,140.86,47.74,68.15,179.99,94.455,3.1033333333333335,25.45
Panadería y Pastelería,Miercoles,3,2,Laboral,Centro,6.0,2.0333333333333337,5.666666666666667,7837.8,7879.6,49.867999999999995,50.132000000000005,17.12,6.876666666666666,39.83,1.5599999999999998,3.3066666666666666,20.24833333333333,70.67,142.6225,264.55,187.29333333333332,106.80333333333333,25.445,89.21666666666665,31.17833333333333,61.70666666666667,26.795,71.2425,6.41,52.332499999999996,23.557499999999997,52.706,79.26666666666667,157.8725,99.665,0.0,220.3775,140.86,47.74,68.15,179.99,94.455,3.1033333333333335,25.45
Productos Congelados,Miercoles,3,2,Laboral,Occidente,16.0,0.88,43.5,150389.8,165588.2,47.598,52.402,24.396666666666672,2.683333333333333,27.2,0.7866666666666667,2.75,44.71,48.23,87.7025,28.2875,64.895,71.76666666666667,3.8649999999999998,31.101666666666663,37.68333333333333,36.135,10.996666666666668,65.125,2.455,27.025,33.77,40.036,220.73666666666668,327.205,44.20666666666667,1.024,149.57,67.4575,30.9425,124.49,128.61666666666667,82.1125,2.5066666666666664,34.09
Despensa,Jueves,3,3,Laboral,Nordeste,20.0,2.4066666666666667,6.833333333333333,11781.2,11376.8,50.874,49.126,18.753333333333334,3.5233333333333334,37.16,2.4066666666666667,3.7033333333333336,18.686666666666667,50.44,220.0875,179.40666666666667,172.6025,118.12333333333333,26.2,87.57833333333333,29.366666666666664,64.39333333333333,16.941666666666666,94.2775,8.54,68.14,18.2975,70.142,97.77166666666666,211.61,25.16,0.0,353.78000000000003,159.20250000000001,167.01749999999998,20.58,133.72333333333333,53.06,3.2100000000000004,36.58
Aseo de hogar,Viernes,3,4,Laboral,Vertiente Oriental,1.0,1.5533333333333335,25.833333333333332,103906.4,118136.0,46.796,53.20399999999999,19.75,3.356666666666667,34.81,1.3166666666666667,5.133333333333334,7.609999999999999,62.11,318.08000000000004,169.94,294.69,39.46666666666667,2.703333333333333,63.873333333333335,17.55333333333333,19.903333333333332,11.681666666666667,27.0575,2.7525,51.4075,12.1675,18.73,350.87833333333333,492.125,240.06499999999997,0.125,504.225,329.36,167.595,160.7,186.23333333333335,146.555,2.8900000000000006,12.78
Cuidado de ropa y calzado,Viernes,3,4,Laboral,Oriente,10.0,1.5633333333333332,2.6666666666666665,11739.0,10898.6,51.854,48.146,19.336666666666666,3.396666666666667,39.78,0.9033333333333333,5.77,11.181666666666667,0.0,47.305,60.13,73.735,41.498333333333335,18.75,28.275000000000002,20.8125,24.513333333333335,10.291666666666666,25.7675,4.6575,18.235,8.9475,20.357999999999997,88.27166666666666,266.1025,16.378333333333334,0.0,11.7875,12.2125,12.5075,14.2,113.76666666666667,44.5975,3.0366666666666666,21.98
Despensa,Viernes,3,4,Laboral,Bajo Occidente,8.0,1.5766666666666669,6.666666666666667,18341.0,18354.4,49.980000000000004,50.019999999999996,22.78,4.666666666666667,37.17,0.9166666666666666,2.3333333333333335,7.738333333333333,143.6,228.85750000000002,159.835,389.65999999999997,29.25,5.4,23.224999999999998,10.528,15.051666666666668,14.094999999999999,24.6725,0.0,19.0,7.1675,14.175999999999998,81.75833333333334,169.085,108.30333333333333,0.9233333333333333,392.925,401.32,139.9825,190.63,184.28333333333333,108.8375,1.7299999999999998,28.38
Despensa,Viernes,3,4,Laboral,Centro,3.0,2.0333333333333337,5.666666666666667,7837.8,7879.6,49.867999999999995,50.132000000000005,17.12,6.876666666666666,39.83,1.5599999999999998,3.3066666666666666,20.24833333333333,70.67,142.6225,264.55,187.29333333333332,106.80333333333333,25.445,89.21666666666665,31.17833333333333,61.70666666666667,26.795,71.2425,6.41,52.332499999999996,23.557499999999997,52.706,79.26666666666667,157.8725,99.665,0.0,220.3775,140.86,47.74,68.15,179.99,94.455,3.1033333333333335,25.45
Bebidas,Sabado,3,5,Fin de Semana,Vertiente Oriental,6.0,1.4433333333333334,74.83333333333333,223762.6,251706.6,47.064,52.936,16.49,3.953333333333333,34.34,1.2333333333333334,7.079999999999999,13.856666666666667,108.72,385.7025,207.55,370.275,48.10333333333333,4.685,29.01,24.26,25.113333333333333,15.131666666666668,36.025,4.195,22.8875,18.3575,24.472,544.085,757.92,340.715,0.385,633.01,404.65999999999997,219.43,208.52,247.89666666666665,183.495,3.8000000000000003,19.59
Cuidado Personal,Sabado,3,5,Fin de Semana,Vertiente del Pacífico,12.0,2.5866666666666664,1.3333333333333333,6282.4,5984.0,51.214,48.786,18.003333333333334,2.4266666666666667,37.12,1.1033333333333333,7.163333333333334,11.482,41.24,252.01,191.655,116.10333333333331,21.216666666666665,16.7,19.53,39.42136023264268,13.573333333333332,8.22,5.373333333333334,0.0,3.876666666666667,0.0,8.2175,30.168333333333333,61.745,68.44333333333334,0.0,232.2925,70.225,26.51,33.73,54.843333333333334,53.2625,2.72,31.35
Cuidado Personal,Sabado,3,5,Fin de Semana,Oriente,12.0,3.1733333333333333,0.6666666666666666,2870.8,2559.4,52.864,47.136,16.686666666666664,2.39,34.9,1.8266666666666669,5.856666666666666,14.135,31.9,294.40500000000003,126.69867211386399,259.435,83.88,13.382137469710932,62.82000000000001,140.3,44.28,18.856666666666666,70.8575,0.0,40.3725,35.0625,47.0075,30.286,85.535,41.46,0.0,331.525,253.275,101.8325,0.0,73.96,93.855,4.07,38.85
