subcategory,Dia,mes,dia_num,Tipo Dia,Subregión (SGR),CANTIDAD,Cuarta medida correctiva al Código Nacional de Policía más impuesta ,Fallecidos por siniestros viales,Población total de hombres,Población total de mujeres,Porcentaje población de hombres,Porcentaje población de mujeres,Primera medida correctiva al Código Nacional de Policía más impuesta ,Proporción en que son impuestas otras medidas correctivas al Código Nacional de Policía más impuesta ,Puntaje SISBEN: Promedio - Cabecera,Quinta medida correctiva al Código Nacional de Policía más impuesta ,Segunda medida correctiva al Código Nacional de Policía más impuesta ,Tasa de extorsión por cada 100.000 habitantes,Tasa de exÃ¡menes por presunto delito sexual a mujeres por cada 100 mil habitantes,Tasa de exámenes médico legales por presunto delito sexual contra adolescentes,Tasa de exámenes médico legales por presunto delito sexual contra niños y niñas de 0 a 5 años,Tasa de exámenes médico legales por presunto delito sexual contra niños y nñas de 6 a 11 años,Tasa de homicidio intencional en hombres por cada 100.000 habitantes,Tasa de homicidio intencional en mujeres por cada 100.000 habitantes,Tasa de homicidio intencional en áreas rurales por cada 100.000 habitantes,Tasa de homicidio intencional en áreas urbanas por cada 100.000 habitantes,Tasa de homicidio intencional por cada 100.000 habitantes,Tasa de homicidios en accidentes de tránsito por cada 100.000 habitantes,Tasa de homicidios en hombres por cada 100.000 habitantes,Tasa de homicidios en mujeres por cada 100.000 habitantes,Tasa de homicidios en áreas rurales por cada 100.000 habitantes,Tasa de homicidios en áreas urbanas por cada 100.000 habitantes,Tasa de homicidios por cada 100.000 habitantes,Tasa de hurto a personas por cada 100.000 habitantes,Tasa de hurto común por cada 100.000 habitantes,Tasa de lesiones en accidentes de tránsito por cada 100.000 habitantes,Tasa de secuestro por cada 100.000 habitantes,Tasa de violencia contra adolescentes 12 a 17 años,Tasa de violencia contra niños y niñas de 6 a 11 años,Tasa de violencia contra niños y niñas de primera infancia,Tasa de violencia de pareja a mujeres por cada 100 mil habitantes,Tasa de violencia interpersonal por cada 100.000 habitantes,Tasa de violencia intrafamiliar por cada 100.000 habitantes,Tercera medida correctiva al Código Nacional de Policía más impuesta ,Índice de Interrelación de Problemáticas
Cuidado Personal,Viernes,2,11,Laboral,Suroeste,6.0,1.3433333333333335,4.166666666666667,15380.2,15537.4,49.744,50.256,16.996666666666666,6.276666666666667,37.3,1.25,5.543333333333333,19.031666666666666,4.58,236.2775,158.7425,167.6575,139.57666666666668,10.303999999999998,89.53166666666668,61.038333333333334,73.75833333333334,12.39,89.995,3.2824999999999998,58.935,36.1875,80.518,70.72,190.5975,13.688333333333333,0.0,544.8925,268.8725,172.32,68.2,218.99666666666667,115.0925,2.5966666666666667,56.44
Cuidado Personal,Viernes,2,11,Laboral,Centro,6.0,0.91,9.666666666666666,25053.4,27168.6,47.974000000000004,52.025999999999996,22.650000000000002,2.1233333333333335,41.02,0.6633333333333333,6.096666666666667,8.965,82.27,177.8275,106.02,86.5225,56.74666666666667,4.966666666666667,60.93666666666667,25.558333333333334,29.80666666666667,14.076666666666668,45.0775,2.7800000000000002,55.375,18.6075,28.712,263.15333333333336,412.52750000000003,129.48333333333332,0.5,488.08,142.4775,114.6525,138.16,274.45,156.25,1.5533333333333335,16.81
Cuidado Personal,Viernes,2,11,Laboral,Oriente,6.0,1.5166666666666666,1.1666666666666667,5086.8,5207.4,49.416,50.586,18.826666666666668,5.486666666666667,40.95,1.1966666666666668,4.136666666666667,9.713333333333333,0.0,254.685,249.07,181.69,45.85666666666666,19.5,39.935,20.96,24.296666666666667,12.32,19.5325,0.0,17.1425,0.0,17.278,51.589999999999996,111.33,30.71166666666667,0.0,229.385,151.975,51.8675,0.0,58.85,69.935,2.83,27.28
Cuidado Personal,Viernes,2,11,Laboral,Centro,11.0,2.6933333333333334,16.0,8138.6,8087.4,50.156,49.844,18.686666666666667,4.636666666666667,37.69,1.0566666666666666,3.76,16.451666666666668,135.84,373.89,110.57,374.265,92.72833333333334,24.613333333333333,71.11666666666666,42.844,52.56333333333333,81.66,46.36750000000001,15.3925,45.285,17.6725,45.584,125.48333333333333,238.20499999999998,260.41333333333336,0.0,399.94,209.22250000000003,104.215,100.33,218.32666666666668,147.20999999999998,3.17,25.3
Cuidado de ropa y calzado,Viernes,2,11,Laboral,Oriente,6.0,1.7966666666666666,18.833333333333332,28350.0,28890.0,49.525999999999996,50.474000000000004,21.736666666666665,4.623333333333333,58.41,1.2966666666666666,2.283333333333333,15.685,57.68,207.545,140.9725,191.85999999999999,33.035000000000004,3.4,21.328333333333333,17.866666666666667,16.95,29.205,29.0775,1.7125,17.8825,10.5925,18.316,376.1816666666667,633.46,82.31,1.734,723.2125,687.5475,595.6125,217.68,182.9,172.9075,2.26,15.39
Despensa,Viernes,2,11,Laboral,Occidente,6.0,1.67,0.16666666666666666,1488.4,1263.8,54.08,45.92,21.709999999999997,1.7,45.47,0.06,6.633333333333334,28.075000000000003,64.98467190486303,377.36,126.69867211386399,389.11,70.4,13.382137469710932,54.0,39.42136023264268,37.7,12.186666666666667,0.0,0.0,0.0,0.0,0.0,146.47666666666666,155.72750000000002,0.0,0.0,94.34,97.2775,0.0,124.97187288569963,37.004999999999995,12.566666666666668,3.393333333333333,26.84
Despensa,Viernes,2,11,Laboral,Occidente,3.0,0.6766666666666667,1.1666666666666667,6280.8,6077.0,50.824,49.178,23.653333333333336,5.45,42.69,0.6633333333333334,1.9399999999999997,10.2775,97.72,238.9325,293.805,262.6166666666667,72.1,16.6,47.05166666666667,44.1,39.34666666666667,6.1225000000000005,44.3775,4.1975,28.045,11.0125,34.378,39.483333333333334,82.34,20.43,0.0,444.27250000000004,280.2275,144.585,140.39,139.76666666666665,112.875,1.62,29.67
Despensa,Viernes,2,11,Laboral,Magdalena Medio,12.0,0.7366666666666667,11.666666666666666,10252.6,8482.4,54.724000000000004,45.275999999999996,23.99,4.3999999999999995,30.16,0.5733333333333334,2.8266666666666667,24.0,20.71,298.845,137.09,141.1725,107.95666666666666,11.75,72.33166666666666,34.3,60.865,51.028333333333336,86.41,5.85,60.0525,0.0,67.11,270.2133333333333,559.085,134.61666666666667,0.0,601.6524999999999,218.08999999999997,101.9775,127.89,548.72,144.4125,1.4833333333333334,40.81
Despensa,Viernes,2,11,Laboral,Sur,12.0,2.7066666666666666,35.333333333333336,83147.0,88045.4,48.568,51.434000000000005,13.056666666666665,3.5733333333333337,51.37,0.9466666666666668,10.563333333333333,24.441666666666666,81.28,189.6575,80.51,105.17,110.95333333333333,8.576666666666666,116.875,41.365,58.203333333333326,17.101666666666667,83.0175,8.5925,88.0275,32.1425,60.674,319.9433333333333,477.8875,126.77333333333333,1.245,251.60500000000002,99.5275,75.925,166.16,213.49333333333334,105.8075,3.1500000000000004,15.36
Dulces y postres,Viernes,2,11,Laboral,Centro,3.0,1.9800000000000002,44.333333333333336,209514.2,234871.0,47.148,52.852,9.253333333333332,10.86,45.71,0.8866666666666666,8.746666666666666,9.345,88.93,282.6225,130.1225,229.76749999999998,23.738333333333333,2.433333333333333,21.363333333333333,11.898333333333333,12.495,8.040000000000001,19.61,2.0425,17.1275,9.86,11.912,317.825,487.3275,151.08166666666668,0.0,558.4449999999999,257.78249999999997,126.7,145.96,252.41333333333333,108.08500000000001,2.28,11.28
Dulces y postres,Viernes,2,11,Laboral,Sur,2.0,2.3033333333333332,1.8333333333333333,8542.8,8263.2,50.827999999999996,49.172000000000004,19.786666666666665,3.6033333333333335,34.58,1.7233333333333334,3.436666666666667,23.173333333333332,125.56,220.7475,101.58,161.15,37.93,23.9,23.369999999999997,44.800000000000004,23.932,9.108333333333333,23.9375,6.105,16.682499999999997,8.1325,19.35,106.52333333333333,261.6375,63.13666666666666,0.0,284.69,107.255,39.185,62.8,158.44333333333336,126.4175,3.146666666666667,21.0
Limpieza de cocina,Viernes,2,11,Laboral,Centro,6.0,1.1,36.0,62502.2,68001.2,47.894,52.105999999999995,23.753333333333334,5.71,42.3,0.6733333333333333,1.4366666666666668,18.860000000000003,100.57,205.7825,128.0475,282.7025,110.75166666666667,8.606666666666667,88.00666666666666,52.43166666666667,57.445,21.786666666666665,80.595,8.932500000000001,66.865,39.3525,57.484,270.45666666666665,372.9475,227.40666666666667,0.2,437.815,364.325,153.185,297.88,293.5833333333333,220.37,1.3266666666666667,13.95
"Lácteos, huevos y refrigerados",Viernes,2,11,Laboral,Centro,6.0,0.6666666666666666,19.666666666666668,27492.4,29690.0,48.077999999999996,51.922000000000004,25.85666666666667,3.72,39.48,0.5466666666666667,2.4966666666666666,9.056666666666667,44.21,146.845,86.2125,137.155,114.62,6.1,78.68666666666667,45.53666666666667,57.666666666666664,26.560000000000002,100.7775,2.5475,66.32,40.11,59.20399999999999,214.21666666666667,314.93499999999995,109.22166666666665,0.0,230.88750000000002,137.055,52.385,94.41,231.12666666666667,98.47,0.7166666666666667,14.12
Pasabocas,Viernes,2,11,Laboral,Urabá,5.0,1.67,0.0,4626.8,4743.6,49.378,50.622,5.0,85.0,18.15,1.67,3.33,3.6666666666666665,64.98467190486303,198.26123218604954,126.69867211386399,180.72590294272894,27.525,13.382137469710932,16.6,31.3,13.625,5.55,21.8475,0.0,8.295,15.1875,10.8075,28.306,59.480000000000004,0.0,0.0,0.0,0.0,0.0,124.97187288569963,25.896666666666665,8.122499999999999,3.33,62.85
Belleza,Sabado,2,12,Fin de Semana,Occidente,6.0,1.24,0.16666666666666666,2593.8,2616.2,49.784,50.216,19.79,5.28,40.61,1.22,3.643333333333333,30.924,64.98467190486303,364.12,126.69867211386399,498.75,90.36166666666666,78.4,70.69,55.575,51.56833333333333,0.0,78.13,19.6,52.1775,42.175,46.775999999999996,71.21666666666668,146.97,4.8525,0.0,242.3,0.0,0.0,63.37,115.96333333333335,91.5275,2.8266666666666667,19.02
Belleza,Sabado,2,12,Fin de Semana,Centro,16.0,1.9800000000000002,44.333333333333336,209514.2,234871.0,47.148,52.852,9.253333333333332,10.86,45.71,0.8866666666666666,8.746666666666666,9.345,88.93,282.6225,130.1225,229.76749999999998,23.738333333333333,2.433333333333333,21.363333333333333,11.898333333333333,12.495,8.040000000000001,19.61,2.0425,17.1275,9.86,11.912,317.825,487.3275,151.08166666666668,0.0,558.4449999999999,257.78249999999997,126.7,145.96,252.41333333333333,108.08500000000001,2.28,11.28
Belleza,Sabado,2,12,Fin de Semana,Valle,12.0,2.9066666666666663,3.6666666666666665,18500.4,18970.0,49.372,50.628,17.80666666666667,3.4499999999999997,33.91,1.16,5.21,18.315,99.54,266.9675,288.86,454.6125,97.70333333333333,12.466666666666667,36.656,55.961666666666666,51.43166666666667,7.538333333333334,89.95500000000001,8.02,34.315,51.625,57.274,221.725,385.1175,61.95666666666667,0.0,760.19,505.315,294.425,263.19,318.04,138.675,3.47,24.23
Charcutería,Sabado,2,12,Fin de Semana,Urabá,8.0,0.9366666666666666,19.0,61500.4,64337.2,48.876,51.124,25.080000000000002,4.246666666666667,36.23,0.9199999999999999,1.7966666666666666,6.531666666666667,5.5,79.9375,28.104999999999997,82.715,77.81666666666666,4.16,74.07166666666667,33.63,40.205,14.270000000000001,60.33,4.2925,57.6275,26.57,40.136,268.93,432.29999999999995,46.281666666666666,0.0,207.32,104.185,40.137499999999996,2.78,157.69666666666666,142.26749999999998,1.0166666666666668,35.32
Despensa,Sabado,2,12,Fin de Semana,Sur,18.0,1.7166666666666668,18.166666666666668,24766.6,24291.8,50.482000000000006,49.517999999999994,21.043333333333333,4.846666666666667,31.36,0.9733333333333333,3.426666666666667,19.06833333333333,170.81,175.3425,124.68,135.1575,57.55666666666667,8.242,36.77,21.2,32.41166666666667,34.24666666666666,34.6025,4.0975,19.8825,17.8975,30.52,81.46166666666666,171.3475,215.94499999999996,1.04,210.81,115.615,62.5925,182.2,163.30666666666667,100.0225,1.9933333333333334,23.13
Productos Congelados,Sabado,2,12,Fin de Semana,Norte,12.0,1.9066666666666665,2.6666666666666665,6126.6,6295.2,49.324,50.678,20.993333333333332,3.8533333333333335,35.11,1.7433333333333332,2.873333333333333,16.1175,13.44,158.1,87.83500000000001,97.6275,134.655,28.03,156.47500000000002,66.64333333333333,75.705,19.153333333333332,104.455,8.08,63.9925,52.235,87.152,55.92166666666666,96.4575,89.88833333333332,0.0,59.037499999999994,183.87,134.3125,49.1,119.70666666666666,46.69,2.6266666666666665,41.9
Cuidado Personal,Martes,2,15,Laboral-Quincena,Centro,2.0,1.9966666666666668,10.166666666666666,16623.8,17674.6,48.468,51.532,16.863333333333333,4.81,36.6,1.1966666666666668,4.883333333333334,11.780000000000001,62.41,191.64,112.94,153.3325,137.905,12.715,90.12,59.54,71.09666666666666,26.363333333333333,116.1075,8.645,74.2375,52.2975,72.17999999999999,180.25833333333333,263.8325,100.49833333333333,0.0,394.36,135.21499999999997,102.4225,164.77,423.82,180.855,4.246666666666666,17.35
Belleza,Miercoles,2,16,Laboral,Magdalena Medio,12.0,1.4933333333333334,0.3333333333333333,7326.4,7346.4,49.936,50.064,21.483333333333334,3.2199999999999993,39.97,1.3066666666666666,4.166666666666667,6.945,64.98467190486303,103.84333333333332,53.16,68.78,59.225,13.556666666666667,47.57666666666666,20.8,32.983333333333334,9.136666666666667,51.7375,3.4,40.91,0.0,35.664,61.99,197.13,5.723333333333334,0.0,139.9375,17.195,17.6425,124.97187288569963,90.36333333333334,30.855,2.3233333333333333,34.92
Belleza,Miercoles,2,16,Laboral,Alto Occidente,6.0,2.1133333333333337,1.0,3094.8,2996.4,50.808,49.192,12.483333333333333,5.96,40.75,1.5433333333333332,6.616666666666667,9.924000000000001,75.02,328.1166666666667,841.59,398.175,32.4125,13.382137469710932,26.25,39.42136023264268,16.4775,16.71,16.490000000000002,0.0,13.365,0.0,10.046000000000001,33.30833333333333,67.275,71.925,4.075,295.4325,266.5325,57.6025,124.97187288569963,72.09333333333332,70.5175,5.283333333333334,22.14
Charcutería,Miercoles,2,16,Laboral,Oriente,6.0,1.6966666666666665,32.666666666666664,68935.6,71806.6,48.98,51.02,20.523333333333333,2.9566666666666666,50.35,1.0033333333333332,4.253333333333333,31.27333333333333,66.68,149.21,77.73,107.9925,29.67,2.7725,13.798333333333334,16.511666666666667,15.505,13.786666666666667,18.9775,0.3625,10.0225,9.22,15.264,551.73,781.9300000000001,52.461666666666666,1.2175,314.025,137.365,77.5525,153.86,244.76,130.6925,3.563333333333334,10.96
Cuidado Personal,Miercoles,2,16,Laboral,Urabá,6.0,0.735,12.666666666666666,21545.8,22148.0,49.31,50.69,43.699999999999996,3.72,32.74,0.615,0.99,3.682,6.31,181.755,36.620000000000005,124.14750000000001,35.09166666666667,5.993333333333333,17.94666666666667,31.945,18.846666666666668,29.786666666666665,33.8125,0.0,14.175,24.0625,19.594,60.645,87.4525,52.49333333333334,0.0,255.04999999999998,86.5,49.2475,39.96,113.33,66.92,0.745,59.6
Despensa,Miercoles,2,16,Laboral,Occidente,12.0,0.6766666666666667,1.1666666666666667,6280.8,6077.0,50.824,49.178,23.653333333333336,5.45,42.69,0.6633333333333334,1.9399999999999997,10.2775,97.72,238.9325,293.805,262.6166666666667,72.1,16.6,47.05166666666667,44.1,39.34666666666667,6.1225000000000005,44.3775,4.1975,28.045,11.0125,34.378,39.483333333333334,82.34,20.43,0.0,444.27250000000004,280.2275,144.585,140.39,139.76666666666665,112.875,1.62,29.67
Dulces y postres,Miercoles,2,16,Laboral,Oriente,4.0,1.6966666666666665,32.666666666666664,68935.6,71806.6,48.98,51.02,20.523333333333333,2.9566666666666666,50.35,1.0033333333333332,4.253333333333333,31.27333333333333,66.68,149.21,77.73,107.9925,29.67,2.7725,13.798333333333334,16.511666666666667,15.505,13.786666666666667,18.9775,0.3625,10.0225,9.22,15.264,551.73,781.9300000000001,52.461666666666666,1.2175,314.025,137.365,77.5525,153.86,244.76,130.6925,3.563333333333334,10.96
Limpieza de cocina,Miercoles,2,16,Laboral,Vertiente Oriental,12.0,1.4433333333333334,74.83333333333333,223762.6,251706.6,47.064,52.936,16.49,3.953333333333333,34.34,1.2333333333333334,7.079999999999999,13.856666666666667,108.72,385.7025,207.55,370.275,48.10333333333333,4.685,29.01,24.26,25.113333333333333,15.131666666666668,36.025,4.195,22.8875,18.3575,24.472,544.085,757.92,340.715,0.385,633.01,404.65999999999997,219.43,208.52,247.89666666666665,183.495,3.8000000000000003,19.59
"Lácteos, huevos y refrigerados",Miercoles,2,16,Laboral,Centro,3.0,2.2,8.333333333333334,12422.2,12736.8,49.372,50.628,18.75,4.746666666666667,42.22,0.6633333333333334,4.96,18.245,38.5,169.67333333333332,58.435,76.72999999999999,94.015,15.823333333333332,70.255,32.145,50.373333333333335,29.346666666666664,79.0125,4.025,55.47,27.517500000000002,56.334,143.07333333333332,215.7175,118.60833333333333,0.0,132.35750000000002,32.6825,48.53,67.79,116.91666666666667,67.385,2.6799999999999997,23.29
"Lácteos, huevos y refrigerados",Miercoles,2,16,Laboral,Norte,3.0,2.6666666666666665,25.0,65062.0,74357.4,46.666,53.334,20.57,2.4433333333333334,33.79,1.68,3.453333333333333,16.566666666666666,68.11,144.5275,57.2975,115.895,92.255,7.456666666666666,170.97,42.77,46.93,14.834999999999999,61.1525,5.130000000000001,86.1125,29.4225,46.474000000000004,195.47833333333332,293.28499999999997,178.68666666666664,0.36,290.88,155.2475,87.4825,234.84,197.25,138.35,3.183333333333333,12.88
Panadería y Pastelería,Miercoles,2,16,Laboral,Centro,6.0,2.5733333333333333,39.0,105755.4,117064.4,47.46,52.54,16.833333333333332,4.883333333333333,32.65,1.0366666666666666,5.166666666666667,40.53333333333333,62.04,126.655,62.4825,112.6625,101.07166666666666,6.918333333333334,89.32166666666666,43.105,51.571666666666665,11.75,77.555,4.17,69.9325,31.945,53.86800000000001,262.075,350.275,129.44,0.0,217.325,105.28750000000001,51.67,81.63,159.04333333333332,82.7775,3.5066666666666664,15.76
Cuidado Personal,Jueves,2,17,Laboral,Oriente,5.0,0.7400000000000001,0.16666666666666666,3994.0,3771.6,51.431999999999995,48.568,20.11,4.243333333333333,33.51,0.4533333333333333,6.109999999999999,18.334,64.98467190486303,198.26123218604954,149.7,236.13,115.272,26.4,74.29400000000001,68.555,64.458,0.0,50.9425,0.0,24.5825,28.9225,65.162,52.053333333333335,107.85249999999999,13.012,0.0,0.0,59.0325,31.29,64.79,55.803333333333335,38.597500000000004,2.3433333333333333,64.63
Despensa,Jueves,2,17,Laboral,Suroeste,12.0,0.8933333333333332,1.6666666666666667,8154.2,7825.8,51.025999999999996,48.974000000000004,19.82,1.4466666666666665,37.83,0.48000000000000004,8.450000000000001,21.10166666666667,64.98467190486303,192.7,186.22,264.89250000000004,151.48833333333334,25.74,102.95,63.36,87.81666666666666,8.31,131.875,22.5325,90.8775,50.085,93.902,30.356666666666666,110.64,20.438,0.0,390.6425,259.4825,211.28,116.77,189.96333333333334,155.1775,2.9133333333333336,57.08
Despensa,Jueves,2,17,Laboral,Urabá,8.0,1.67,0.0,4626.8,4743.6,49.378,50.622,5.0,85.0,18.15,1.67,3.33,3.6666666666666665,64.98467190486303,198.26123218604954,126.69867211386399,180.72590294272894,27.525,13.382137469710932,16.6,31.3,13.625,5.55,21.8475,0.0,8.295,15.1875,10.8075,28.306,59.480000000000004,0.0,0.0,0.0,0.0,0.0,124.97187288569963,25.896666666666665,8.122499999999999,3.33,62.85
Despensa,Jueves,2,17,Laboral,Vertiente del Pacífico,8.0,1.4400000000000002,3.5,12624.8,12338.2,50.574,49.426,19.74,3.9599999999999995,36.49,1.4333333333333333,5.343333333333334,6.706666666666666,74.63,255.3975,193.6525,290.42,51.824999999999996,8.149999999999999,38.471666666666664,16.831666666666667,27.498333333333335,12.699999999999998,28.0125,2.0475,18.695,11.752500000000001,22.584,43.00666666666667,131.3775,67.255,0.0,388.3625,354.41499999999996,168.6875,182.9,205.32333333333335,113.88499999999999,2.0833333333333335,34.62
Despensa,Jueves,2,17,Laboral,Vertiente Oriental,8.0,1.25,10.166666666666666,38737.4,40223.6,49.05800000000001,50.94199999999999,16.646666666666665,2.1300000000000003,35.07,0.9633333333333334,11.240000000000002,5.278333333333333,69.37,149.4675,95.0125,135.655,37.528333333333336,4.468,24.223333333333333,19.616666666666667,20.346666666666668,12.636666666666665,27.7725,3.0999999999999996,17.04,14.7525,17.402,281.3566666666666,419.96,139.065,0.0,311.265,152.0825,71.0875,144.81,198.04999999999998,123.89750000000001,1.7699999999999998,20.95
Dulces y postres,Jueves,2,17,Laboral,Centro,20.0,2.0366666666666666,6.0,11805.4,12059.8,49.462,50.538,18.33666666666667,4.373333333333334,46.86,1.2233333333333334,5.726666666666667,21.23333333333333,85.01,184.5175,77.5375,118.1225,23.7825,10.55,23.598,8.8,13.654,18.858333333333334,10.97,6.4350000000000005,13.9375,2.355,9.517999999999999,120.19500000000001,203.76,135.36666666666667,0.0,334.3775,115.01499999999999,51.290000000000006,86.94,206.02666666666667,112.6425,2.29,12.5
Belleza,Viernes,2,18,Laboral,Norte,2.0,1.3066666666666666,2.0,5013.6,5626.2,47.12,52.879999999999995,20.563333333333336,4.373333333333333,39.57,0.75,4.53,3.1566666666666667,53.91,127.55,120.11500000000001,133.665,39.9025,17.9,27.493333333333336,21.1825,21.1325,12.576666666666666,25.055,0.0,14.0075,10.629999999999999,15.02,24.476,63.725,139.42166666666665,0.0,357.60249999999996,130.865,79.72999999999999,22.26,100.95666666666666,63.61,2.48,30.32
Belleza,Viernes,2,18,Laboral,Norte,2.0,1.7533333333333332,0.8333333333333334,4705.2,4265.6,52.448,47.552,16.083333333333332,3.56,37.15,1.5566666666666666,6.886666666666667,8.904,58.69,212.09,126.69867211386399,106.38,230.21833333333333,59.864999999999995,167.29666666666665,69.66666666666667,129.96333333333334,15.24,124.4325,5.9025,81.875,31.285,133.076,14.4825,20.107499999999998,13.185,2.775,103.515,26.595,0.0,47.64,78.68333333333334,33.8475,4.163333333333333,49.03
Cuidado de ropa y calzado,Viernes,2,18,Laboral,Norte,12.0,1.5966666666666667,8.5,20765.0,21952.4,48.608000000000004,51.391999999999996,22.72333333333333,2.8499999999999996,36.73,1.4733333333333334,3.0,31.846666666666668,45.71,265.78,144.25,142.655,152.52666666666667,10.152,136.86166666666665,55.653333333333336,78.51833333333333,14.093333333333334,134.0975,5.8225,130.425,44.145,86.436,104.02666666666666,198.215,36.695,0.5775,731.5999999999999,375.835,331.125,133.56,232.85,171.1825,2.3633333333333333,29.94
Limpieza de cocina,Viernes,2,18,Laboral,Valle del Aburrá,12.0,1.1533333333333333,242.33333333333334,1181478.2,1328846.6,47.066,52.934000000000005,22.080000000000002,5.666666666666667,42.44,1.0066666666666666,2.5966666666666667,23.24,71.86,171.4625,114.0675,156.155,37.84166666666667,3.0433333333333334,52.82833333333334,18.831666666666667,19.416666666666668,10.333333333333334,31.885,2.2975,55.7525,15.5125,18.844,907.4783333333334,1144.3225,91.03666666666668,0.18,464.2075,231.265,162.4725,220.5,245.3166666666667,248.6575,1.5033333333333332,15.0
Panadería y Pastelería,Viernes,2,18,Laboral,Urabá,5.0,0.735,12.666666666666666,21545.8,22148.0,49.31,50.69,43.699999999999996,3.72,32.74,0.615,0.99,3.682,6.31,181.755,36.620000000000005,124.14750000000001,35.09166666666667,5.993333333333333,17.94666666666667,31.945,18.846666666666668,29.786666666666665,33.8125,0.0,14.175,24.0625,19.594,60.645,87.4525,52.49333333333334,0.0,255.04999999999998,86.5,49.2475,39.96,113.33,66.92,0.745,59.6
Pasabocas,Viernes,2,18,Laboral,Norte,2.0,1.1566666666666665,0.3333333333333333,2922.6,2696.6,52.008,47.992,20.9,3.223333333333333,33.09,1.15,5.31,21.121666666666666,64.98467190486303,362.485,234.74,185.54,61.07,38.04,68.0975,39.42136023264268,36.2525,6.16,26.585,0.0,25.79,0.0,29.413999999999998,42.945,73.77250000000001,27.613333333333333,0.0,136.115,46.73,49.115,124.97187288569963,18.393333333333334,41.34,2.26,27.1
Productos Congelados,Viernes,2,18,Laboral,Sur,12.0,1.7166666666666668,18.166666666666668,24766.6,24291.8,50.482000000000006,49.517999999999994,21.043333333333333,4.846666666666667,31.36,0.9733333333333333,3.426666666666667,19.06833333333333,170.81,175.3425,124.68,135.1575,57.55666666666667,8.242,36.77,21.2,32.41166666666667,34.24666666666666,34.6025,4.0975,19.8825,17.8975,30.52,81.46166666666666,171.3475,215.94499999999996,1.04,210.81,115.615,62.5925,182.2,163.30666666666667,100.0225,1.9933333333333334,23.13
Belleza,Sabado,2,19,Fin de Semana,Valle del Aburrá,3.0,1.1533333333333333,242.33333333333334,1181478.2,1328846.6,47.066,52.934000000000005,22.080000000000002,5.666666666666667,42.44,1.0066666666666666,2.5966666666666667,23.24,71.86,171.4625,114.0675,156.155,37.84166666666667,3.0433333333333334,52.82833333333334,18.831666666666667,19.416666666666668,10.333333333333334,31.885,2.2975,55.7525,15.5125,18.844,907.4783333333334,1144.3225,91.03666666666668,0.18,464.2075,231.265,162.4725,220.5,245.3166666666667,248.6575,1.5033333333333332,15.0
Belleza,Sabado,2,19,Fin de Semana,Occidente,4.0,1.4733333333333334,3.0,7951.4,7840.2,50.352,49.648,23.39333333333333,4.533333333333334,31.61,1.3066666666666666,1.8,7.564,64.98467190486303,310.835,160.15,377.48,84.06666666666666,12.7,51.47,33.932,43.379999999999995,14.831666666666669,54.1325,0.0,29.22,24.369999999999997,42.082,46.64666666666667,102.5075,53.15833333333333,1.6,469.96750000000003,345.925,100.1,31.8,126.67333333333333,66.8325,1.4966666666666668,35.24
Cuidado Personal,Sabado,2,19,Fin de Semana,Norte,2.0,1.3066666666666666,2.0,5013.6,5626.2,47.12,52.879999999999995,20.563333333333336,4.373333333333333,39.57,0.75,4.53,3.1566666666666667,53.91,127.55,120.11500000000001,133.665,39.9025,17.9,27.493333333333336,21.1825,21.1325,12.576666666666666,25.055,0.0,14.0075,10.629999999999999,15.02,24.476,63.725,139.42166666666665,0.0,357.60249999999996,130.865,79.72999999999999,22.26,100.95666666666666,63.61,2.48,30.32
Pasabocas,Sabado,2,19,Fin de Semana,Urabá,1.0,1.67,0.0,4626.8,4743.6,49.378,50.622,5.0,85.0,18.15,1.67,3.33,3.6666666666666665,64.98467190486303,198.26123218604954,126.69867211386399,180.72590294272894,27.525,13.382137469710932,16.6,31.3,13.625,5.55,21.8475,0.0,8.295,15.1875,10.8075,28.306,59.480000000000004,0.0,0.0,0.0,0.0,0.0,124.97187288569963,25.896666666666665,8.122499999999999,3.33,62.85
Despensa,Lunes,2,21,Laboral,Valle del Aburrá,12.0,0.7566666666666667,21.5,26692.4,27104.2,49.616,50.384,24.909999999999997,1.7533333333333332,48.25,0.33,3.8266666666666667,21.974999999999998,82.2,250.365,116.45666666666666,209.0625,77.87333333333333,4.8500000000000005,56.85166666666667,22.082,39.843333333333334,34.13,60.06,1.8,43.295,14.86,42.048,208.215,388.6675,139.23166666666665,0.0,555.35,316.3575,133.8925,215.94,245.59333333333333,225.6175,2.4266666666666667,18.26
Pasabocas,Martes,2,22,Laboral,Alto Oriente,9.0,1.58,0.8333333333333334,10077.8,9899.6,50.448,49.552,18.513333333333332,4.39,37.74,1.3066666666666666,5.243333333333333,5.0275,64.98467190486303,66.75333333333333,65.62,70.06666666666666,33.7,10.07,29.01,19.6,19.974,8.396666666666667,17.447499999999998,2.54,14.73,3.245,17.002000000000002,18.355,37.7275,24.183333333333334,0.0,67.79249999999999,67.7825,27.3375,124.97187288569963,43.300000000000004,26.14,2.97,28.13
